transaction_id,claim_id,transaction_date,transaction_type,amount,currency,claim_number,policy_id,claim_type,severity,policy_number,account_id,policy_type,account_name,industry,region,paid_amount,reserve_amount,expense_amount,recovery_amount,adjustment_amount
TXN-00122,CLM-0028,2024-05-18,Adjustment,23678.52,USD,CLM-10028,POL-002,Bodily Injury,Medium,PN-10002,ACC-004,Auto Liability,Global Insurance Account 4,Retail,North America,0.0,0.0,0.0,0.0,23678.52
TXN-00123,CLM-0028,2024-02-14,Adjustment,9819.34,USD,CLM-10028,POL-002,Bodily Injury,Medium,PN-10002,ACC-004,Auto Liability,Global Insurance Account 4,Retail,North America,0.0,0.0,0.0,0.0,9819.34
TXN-00124,CLM-0028,2024-02-10,Expense,7816.01,USD,CLM-10028,POL-002,Bodily Injury,Medium,PN-10002,ACC-004,Auto Liability,Global Insurance Account 4,Retail,North America,0.0,0.0,7816.01,0.0,0.0
TXN-00125,CLM-0028,2024-05-18,Recovery,-13686.4,USD,CLM-10028,POL-002,Bodily Injury,Medium,PN-10002,ACC-004,Auto Liability,Global Insurance Account 4,Retail,North America,0.0,0.0,0.0,-13686.4,0.0
TXN-00126,CLM-0029,2025-04-21,Adjustment,22496.38,USD,CLM-10029,POL-002,Legal Expense,Medium,PN-10002,ACC-004,Auto Liability,Global Insurance Account 4,Retail,North America,0.0,0.0,0.0,0.0,22496.38
TXN-00127,CLM-0029,2025-01-31,Reserve,7186.92,USD,CLM-10029,POL-002,Legal Expense,Medium,PN-10002,ACC-004,Auto Liability,Global Insurance Account 4,Retail,North America,0.0,7186.92,0.0,0.0,0.0
TXN-00128,CLM-0029,2025-01-31,Paid,10027.0,USD,CLM-10029,POL-002,Legal Expense,Medium,PN-10002,ACC-004,Auto Liability,Global Insurance Account 4,Retail,North America,10027.0,0.0,0.0,0.0,0.0
TXN-00129,CLM-0029,2025-03-19,Recovery,-18242.44,USD,CLM-10029,POL-002,Legal Expense,Medium,PN-10002,ACC-004,Auto Liability,Global Insurance Account 4,Retail,North America,0.0,0.0,0.0,-18242.44,0.0
TXN-00130,CLM-0029,2025-05-02,Recovery,-23028.77,USD,CLM-10029,POL-002,Legal Expense,Medium,PN-10002,ACC-004,Auto Liability,Global Insurance Account 4,Retail,North America,0.0,0.0,0.0,-23028.77,0.0
TXN-00131,CLM-0029,2025-03-07,Adjustment,1160.68,USD,CLM-10029,POL-002,Legal Expense,Medium,PN-10002,ACC-004,Auto Liability,Global Insurance Account 4,Retail,North America,0.0,0.0,0.0,0.0,1160.68
TXN-00132,CLM-0030,2025-03-09,Adjustment,16743.49,USD,CLM-10030,POL-004,Auto Damage,Medium,PN-10004,ACC-001,Workers Compensation,Global Insurance Account 1,Construction,North America,0.0,0.0,0.0,0.0,16743.49
TXN-00133,CLM-0030,2024-10-30,Recovery,-3824.64,USD,CLM-10030,POL-004,Auto Damage,Medium,PN-10004,ACC-001,Workers Compensation,Global Insurance Account 1,Construction,North America,0.0,0.0,0.0,-3824.64,0.0
TXN-00134,CLM-0030,2025-02-04,Reserve,1731.97,USD,CLM-10030,POL-004,Auto Damage,Medium,PN-10004,ACC-001,Workers Compensation,Global Insurance Account 1,Construction,North America,0.0,1731.97,0.0,0.0,0.0
TXN-00135,CLM-0030,2025-01-14,Expense,5685.68,USD,CLM-10030,POL-004,Auto Damage,Medium,PN-10004,ACC-001,Workers Compensation,Global Insurance Account 1,Construction,North America,0.0,0.0,5685.68,0.0,0.0
TXN-00136,CLM-0030,2024-12-31,Expense,19150.13,USD,CLM-10030,POL-004,Auto Damage,Medium,PN-10004,ACC-001,Workers Compensation,Global Insurance Account 1,Construction,North America,0.0,0.0,19150.13,0.0,0.0
